mes,municipio,departamento,valorobservado,riesgo_humedad
2016-01,VILLETA,CUNDINAMARCA,70.26344086021506,óptimo
2016-01,ZIPAQUIRÁ,CUNDINAMARCA,79.21270718232044,óptimo
2016-02,BARBACOAS,NARIÑO,99.45622119815668,riesgo_alto_alta_humedad
2016-02,CABRERA,CUNDINAMARCA,84.68869309838473,riesgo_moderado_alta_humedad
2016-02,CACHIPAY,CUNDINAMARCA,71.00289435600578,óptimo
2016-02,CAPARRAPÍ,CUNDINAMARCA,85.46043165467626,riesgo_moderado_alta_humedad
2016-02,CARMEN DE CARUPA,CUNDINAMARCA,68.67146974063401,óptimo
2016-02,EL COLEGIO,CUNDINAMARCA,78.0205223880597,óptimo
2016-02,FÚQUENE,CUNDINAMARCA,66.9683426443203,óptimo
2016-02,GUASCA,CUNDINAMARCA,87.33260393873086,riesgo_moderado_alta_humedad
2016-02,LA CALERA,CUNDINAMARCA,90.07522123893806,riesgo_alto_alta_humedad
2016-02,LENGUAZAQUE,CUNDINAMARCA,71.85323741007194,óptimo
2016-02,MOSQUERA,CUNDINAMARCA,79.64626865671642,óptimo
2016-02,NEMOCÓN,CUNDINAMARCA,77.87407407407407,óptimo
2016-02,PASCA,CUNDINAMARCA,83.49192364170338,riesgo_moderado_alta_humedad
2016-02,PASTO,NARIÑO,74.34212454212454,óptimo
2016-02,PUERRES,NARIÑO,99.1065830721003,riesgo_alto_alta_humedad
2016-02,PUERTO SALGAR,CUNDINAMARCA,78.66520467836257,óptimo
2016-02,QUEBRADANEGRA,CUNDINAMARCA,11.512743628185907,riesgo_baja_humedad
2016-02,SAN BERNARDO,CUNDINAMARCA,99.0,riesgo_alto_alta_humedad
2016-02,SAN CAYETANO,CUNDINAMARCA,86.59795321637426,riesgo_moderado_alta_humedad
2016-02,SUBACHOQUE,CUNDINAMARCA,77.28326996197718,óptimo
2016-02,TAMINANGO,NARIÑO,70.98646616541353,óptimo
2016-02,TOCANCIPÁ,CUNDINAMARCA,77.61383285302594,óptimo
2016-02,TÚQUERRES,NARIÑO,83.47076923076924,riesgo_moderado_alta_humedad
2016-02,UBATÉ,CUNDINAMARCA,69.5982404692082,óptimo
2016-02,VIANÍ,CUNDINAMARCA,50.19125683060109,ligeramente_seco
2016-02,VILLAPINZÓN,CUNDINAMARCA,90.41788856304986,riesgo_alto_alta_humedad
2016-02,VILLETA,CUNDINAMARCA,75.28529839883552,óptimo
2016-02,ZIPAQUIRÁ,CUNDINAMARCA,85.55904334828102,riesgo_moderado_alta_humedad
2016-03,CABRERA,CUNDINAMARCA,86.7133152173913,riesgo_moderado_alta_humedad
2016-03,CACHIPAY,CUNDINAMARCA,76.46693657219973,óptimo
2016-03,CAPARRAPÍ,CUNDINAMARCA,85.91239892183289,riesgo_moderado_alta_humedad
2016-03,CARMEN DE CARUPA,CUNDINAMARCA,71.96630727762803,óptimo
2016-03,EL COLEGIO,CUNDINAMARCA,80.08232118758434,riesgo_moderado_alta_humedad
2016-03,FÚQUENE,CUNDINAMARCA,70.66487213997308,óptimo
