departamento,municipio,anio,mes,precipitacion_acumulada
CUNDINAMARCA,FÚQUENE,2018,7,36.3
CUNDINAMARCA,FÚQUENE,2018,8,6.0
CUNDINAMARCA,FÚQUENE,2018,9,518.7
CUNDINAMARCA,FÚQUENE,2018,10,813.2
CUNDINAMARCA,FÚQUENE,2018,11,288.0
CUNDINAMARCA,FÚQUENE,2018,12,21.8
CUNDINAMARCA,FÚQUENE,2019,1,266.8
CUNDINAMARCA,FÚQUENE,2019,2,203.5
CUNDINAMARCA,FÚQUENE,2019,3,25.3
CUNDINAMARCA,FÚQUENE,2019,6,5.2
CUNDINAMARCA,FÚQUENE,2019,7,11.4
CUNDINAMARCA,FÚQUENE,2019,8,195.3
CUNDINAMARCA,FÚQUENE,2019,9,97.2
CUNDINAMARCA,FÚQUENE,2019,10,61.4
CUNDINAMARCA,FÚQUENE,2020,1,0.1
CUNDINAMARCA,FÚQUENE,2020,2,1.0
CUNDINAMARCA,FÚQUENE,2020,3,1.7
CUNDINAMARCA,FÚQUENE,2020,4,78.1
CUNDINAMARCA,FÚQUENE,2020,5,28.2
CUNDINAMARCA,FÚQUENE,2020,6,194.0
CUNDINAMARCA,FÚQUENE,2020,7,188.1
CUNDINAMARCA,FÚQUENE,2020,8,41.8
CUNDINAMARCA,FÚQUENE,2020,9,73.9
CUNDINAMARCA,FÚQUENE,2020,10,152.1
CUNDINAMARCA,FÚQUENE,2020,11,179.1
CUNDINAMARCA,FÚQUENE,2020,12,21.5
CUNDINAMARCA,FÚQUENE,2021,1,2.1999999999999997
CUNDINAMARCA,FÚQUENE,2021,2,20.6
CUNDINAMARCA,FÚQUENE,2021,3,72.7
CUNDINAMARCA,GIRARDOT,2015,1,152.9
CUNDINAMARCA,GIRARDOT,2015,2,15.8
CUNDINAMARCA,GIRARDOT,2015,3,29.7
CUNDINAMARCA,GIRARDOT,2015,4,98.6
CUNDINAMARCA,GIRARDOT,2015,5,55.4
CUNDINAMARCA,GIRARDOT,2015,6,9.9
CUNDINAMARCA,GIRARDOT,2015,7,3.6
CUNDINAMARCA,GIRARDOT,2015,8,8.3
CUNDINAMARCA,GIRARDOT,2015,9,40.6
CUNDINAMARCA,GIRARDOT,2015,10,133.5
CUNDINAMARCA,GIRARDOT,2015,11,58.300000000000004
CUNDINAMARCA,GIRARDOT,2015,12,7.800000000000001
CUNDINAMARCA,GIRARDOT,2016,10,17.3
CUNDINAMARCA,GIRARDOT,2016,11,76.2
CUNDINAMARCA,GIRARDOT,2016,12,119.5
CUNDINAMARCA,GIRARDOT,2017,1,46.0
CUNDINAMARCA,GIRARDOT,2017,2,17.400000000000002
CUNDINAMARCA,GIRARDOT,2017,3,136.3
CUNDINAMARCA,GIRARDOT,2017,4,43.2
CUNDINAMARCA,GIRARDOT,2017,5,102.5
CUNDINAMARCA,GIRARDOT,2017,6,94.3
CUNDINAMARCA,GIRARDOT,2017,7,20.9
CUNDINAMARCA,GIRARDOT,2017,8,41.5
CUNDINAMARCA,GIRARDOT,2017,9,20.0
CUNDINAMARCA,GIRARDOT,2017,10,8.0
CUNDINAMARCA,GIRARDOT,2017,11,92.8
CUNDINAMARCA,GIRARDOT,2017,12,7.7
CUNDINAMARCA,GIRARDOT,2018,1,58.6
CUNDINAMARCA,GIRARDOT,2018,2,12.4
CUNDINAMARCA,GIRARDOT,2018,3,162.4
CUNDINAMARCA,GIRARDOT,2018,4,119.2
CUNDINAMARCA,GIRARDOT,2018,5,27.400000000000002
CUNDINAMARCA,GIRARDOT,2018,6,21.1
CUNDINAMARCA,GIRARDOT,2018,7,12.1
CUNDINAMARCA,GIRARDOT,2018,8,24.6
CUNDINAMARCA,GIRARDOT,2018,9,35.5
CUNDINAMARCA,GIRARDOT,2018,10,135.8
CUNDINAMARCA,GIRARDOT,2018,11,81.0
CUNDINAMARCA,GIRARDOT,2018,12,24.0
CUNDINAMARCA,GIRARDOT,2019,1,27.7
CUNDINAMARCA,GIRARDOT,2019,2,72.8
CUNDINAMARCA,GIRARDOT,2019,3,183.20000000000002
CUNDINAMARCA,GIRARDOT,2019,4,127.0
CUNDINAMARCA,GIRARDOT,2019,5,345.5
CUNDINAMARCA,GIRARDOT,2019,6,26.1
CUNDINAMARCA,GIRARDOT,2019,7,50.2
CUNDINAMARCA,GIRARDOT,2019,8,0.30000000000000004
CUNDINAMARCA,GIRARDOT,2019,9,34.9
CUNDINAMARCA,GIRARDOT,2019,10,389.5
CUNDINAMARCA,GIRARDOT,2019,11,79.8
CUNDINAMARCA,GIRARDOT,2019,12,30.5
CUNDINAMARCA,GIRARDOT,2020,1,0.7000000000000001
CUNDINAMARCA,GIRARDOT,2020,2,5.0
CUNDINAMARCA,GIRARDOT,2020,3,213.70000000000002
CUNDINAMARCA,GIRARDOT,2020,4,39.2
CUNDINAMARCA,GIRARDOT,2020,5,72.6
CUNDINAMARCA,GIRARDOT,2020,6,155.0
CUNDINAMARCA,GIRARDOT,2020,7,37.8
CUNDINAMARCA,GIRARDOT,2020,8,10.6
CUNDINAMARCA,GIRARDOT,2020,9,16.8
CUNDINAMARCA,GIRARDOT,2020,10,9.6
CUNDINAMARCA,GIRARDOT,2020,11,21.8
CUNDINAMARCA,GIRARDOT,2020,12,0.0
CUNDINAMARCA,GIRARDOT,2021,1,0.0
CUNDINAMARCA,GIRARDOT,2021,2,38.8
CUNDINAMARCA,GIRARDOT,2021,3,42.300000000000004
CUNDINAMARCA,GIRARDOT,2021,4,0.0
CUNDINAMARCA,GIRARDOT,2021,6,0.0
CUNDINAMARCA,GIRARDOT,2021,7,8.4
CUNDINAMARCA,GIRARDOT,2021,8,0.4
CUNDINAMARCA,GIRARDOT,2021,9,16.400000000000002
CUNDINAMARCA,GIRARDOT,2021,10,64.4
CUNDINAMARCA,GIRARDOT,2021,11,5.0
CUNDINAMARCA,GIRARDOT,2021,12,33.1
CUNDINAMARCA,GIRARDOT,2022,1,0.1
CUNDINAMARCA,GIRARDOT,2022,2,50.0
CUNDINAMARCA,GIRARDOT,2022,3,0.0
CUNDINAMARCA,GIRARDOT,2022,4,17.9
CUNDINAMARCA,GIRARDOT,2022,5,3.5
CUNDINAMARCA,GIRARDOT,2022,6,0.1
CUNDINAMARCA,GIRARDOT,2022,7,0.0
CUNDINAMARCA,GIRARDOT,2022,9,0.0
CUNDINAMARCA,GIRARDOT,2022,10,3.7
CUNDINAMARCA,GIRARDOT,2022,11,1.0
CUNDINAMARCA,GIRARDOT,2022,12,0.0
CUNDINAMARCA,GIRARDOT,2023,1,60.7
CUNDINAMARCA,GIRARDOT,2023,2,67.8
CUNDINAMARCA,GIRARDOT,2023,3,52.4
CUNDINAMARCA,GIRARDOT,2023,4,67.9
CUNDINAMARCA,GIRARDOT,2023,5,0.0
CUNDINAMARCA,GIRARDOT,2023,7,14.7
CUNDINAMARCA,GIRARDOT,2023,8,53.6
CUNDINAMARCA,GIRARDOT,2023,9,26.3
CUNDINAMARCA,GIRARDOT,2023,10,74.4
CUNDINAMARCA,GUACHETÁ,2015,6,29.099999999999998
CUNDINAMARCA,GUACHETÁ,2015,7,15.0
CUNDINAMARCA,GUACHETÁ,2015,8,4.8
CUNDINAMARCA,GUACHETÁ,2015,9,13.7
CUNDINAMARCA,GUACHETÁ,2015,10,15.8
CUNDINAMARCA,GUACHETÁ,2015,11,39.5
CUNDINAMARCA,GUACHETÁ,2015,12,2.2
CUNDINAMARCA,GUACHETÁ,2016,1,21.5
CUNDINAMARCA,GUACHETÁ,2016,2,40.2
CUNDINAMARCA,GUACHETÁ,2016,3,81.4
CUNDINAMARCA,GUACHETÁ,2016,4,149.7
CUNDINAMARCA,GUACHETÁ,2016,5,77.0
CUNDINAMARCA,GUACHETÁ,2016,6,9.4
CUNDINAMARCA,GUACHETÁ,2016,7,28.0
CUNDINAMARCA,GUACHETÁ,2016,8,10.3
CUNDINAMARCA,GUACHETÁ,2016,9,14.1
CUNDINAMARCA,GUACHETÁ,2016,10,60.8
CUNDINAMARCA,GUACHETÁ,2016,11,117.5
CUNDINAMARCA,GUACHETÁ,2016,12,94.6
CUNDINAMARCA,GUACHETÁ,2017,1,55.50000000000001
CUNDINAMARCA,GUACHETÁ,2017,2,30.5
CUNDINAMARCA,GUACHETÁ,2017,3,6.4
CUNDINAMARCA,GUACHETÁ,2017,4,0.30000000000000004
CUNDINAMARCA,GUACHETÁ,2017,5,0.0
CUNDINAMARCA,GUACHETÁ,2017,6,0.0
CUNDINAMARCA,GUACHETÁ,2017,7,0.0
CUNDINAMARCA,GUACHETÁ,2017,8,0.0
CUNDINAMARCA,GUACHETÁ,2017,9,0.0
CUNDINAMARCA,GUACHETÁ,2017,10,0.2
CUNDINAMARCA,GUACHETÁ,2017,11,151.2
CUNDINAMARCA,GUACHETÁ,2017,12,69.9
CUNDINAMARCA,GUACHETÁ,2018,1,43.1
CUNDINAMARCA,GUACHETÁ,2018,2,27.0
CUNDINAMARCA,GUACHETÁ,2018,3,51.1
CUNDINAMARCA,GUACHETÁ,2018,4,104.3
CUNDINAMARCA,GUACHETÁ,2018,5,34.6
CUNDINAMARCA,GUACHETÁ,2018,6,16.8
CUNDINAMARCA,GUACHETÁ,2018,7,16.1
CUNDINAMARCA,GUACHETÁ,2018,8,6.1000000000000005
CUNDINAMARCA,GUACHETÁ,2018,9,26.9
CUNDINAMARCA,GUACHETÁ,2018,10,64.9
CUNDINAMARCA,GUACHETÁ,2018,11,115.7
CUNDINAMARCA,GUACHETÁ,2018,12,21.0
CUNDINAMARCA,GUACHETÁ,2019,1,13.8
CUNDINAMARCA,GUACHETÁ,2019,2,52.2
CUNDINAMARCA,GUACHETÁ,2019,3,17.7
CUNDINAMARCA,GUACHETÁ,2019,6,7.4
CUNDINAMARCA,GUACHETÁ,2019,7,14.299999999999999
CUNDINAMARCA,GUACHETÁ,2019,8,8.9
CUNDINAMARCA,GUACHETÁ,2019,9,66.3
CUNDINAMARCA,GUACHETÁ,2019,10,61.1
CUNDINAMARCA,GUACHETÁ,2020,1,0.0
CUNDINAMARCA,GUACHETÁ,2020,2,32.800000000000004
CUNDINAMARCA,GUACHETÁ,2020,3,9.299999999999999
CUNDINAMARCA,GUACHETÁ,2020,4,38.9
CUNDINAMARCA,GUACHETÁ,2020,5,27.900000000000002
CUNDINAMARCA,GUACHETÁ,2020,6,35.0
CUNDINAMARCA,GUACHETÁ,2020,7,35.9
CUNDINAMARCA,GUACHETÁ,2020,8,29.7
CUNDINAMARCA,GUACHETÁ,2020,9,79.7
CUNDINAMARCA,GUACHETÁ,2020,10,36.3
CUNDINAMARCA,GUACHETÁ,2020,11,243.4
CUNDINAMARCA,GUACHETÁ,2020,12,21.0
CUNDINAMARCA,GUACHETÁ,2021,1,4.7
CUNDINAMARCA,GUACHETÁ,2021,2,23.8
CUNDINAMARCA,GUACHETÁ,2021,3,6.6
CUNDINAMARCA,GUADUAS,2015,1,123.2
CUNDINAMARCA,GUADUAS,2015,2,73.1
CUNDINAMARCA,GUADUAS,2015,3,210.5
CUNDINAMARCA,GUADUAS,2015,4,197.29999999999998
CUNDINAMARCA,GUADUAS,2015,5,39.3
CUNDINAMARCA,GUADUAS,2015,6,16.6
CUNDINAMARCA,GUADUAS,2015,7,29.2
CUNDINAMARCA,GUADUAS,2015,8,6.8
CUNDINAMARCA,GUADUAS,2015,9,50.6
CUNDINAMARCA,GUADUAS,2015,10,161.6
CUNDINAMARCA,GUADUAS,2015,11,158.5
CUNDINAMARCA,GUADUAS,2015,12,7.9
CUNDINAMARCA,GUADUAS,2016,1,12.6
CUNDINAMARCA,GUADUAS,2016,2,99.7
CUNDINAMARCA,GUADUAS,2016,3,99.30000000000001
CUNDINAMARCA,GUADUAS,2016,4,171.1
CUNDINAMARCA,GUADUAS,2016,5,151.6
CUNDINAMARCA,GUADUAS,2016,6,25.5
CUNDINAMARCA,GUADUAS,2016,7,47.6
CUNDINAMARCA,GUADUAS,2016,8,15.6
CUNDINAMARCA,GUADUAS,2016,9,150.4
CUNDINAMARCA,GUADUAS,2016,10,155.1
CUNDINAMARCA,GUADUAS,2016,11,113.5
CUNDINAMARCA,GUADUAS,2016,12,92.0
CUNDINAMARCA,GUADUAS,2017,1,55.1
CUNDINAMARCA,GUADUAS,2017,2,27.1
CUNDINAMARCA,GUADUAS,2017,3,201.4
CUNDINAMARCA,GUADUAS,2017,4,138.6
CUNDINAMARCA,GUADUAS,2017,5,446.5
CUNDINAMARCA,GUADUAS,2017,6,73.8
CUNDINAMARCA,GUADUAS,2017,7,0.6000000000000001
CUNDINAMARCA,GUADUAS,2017,8,152.3
CUNDINAMARCA,GUADUAS,2017,9,160.8
CUNDINAMARCA,GUADUAS,2017,10,64.5
CUNDINAMARCA,GUADUAS,2017,11,288.7
CUNDINAMARCA,GUADUAS,2017,12,24.7
CUNDINAMARCA,GUADUAS,2018,1,55.9
CUNDINAMARCA,GUADUAS,2018,2,0.2
CUNDINAMARCA,GUADUAS,2018,3,112.4
CUNDINAMARCA,GUADUAS,2018,4,112.5
CUNDINAMARCA,GUADUAS,2018,5,294.9
CUNDINAMARCA,GUADUAS,2018,6,28.3
CUNDINAMARCA,GUADUAS,2018,7,30.1
CUNDINAMARCA,GUADUAS,2018,8,51.5
CUNDINAMARCA,GUADUAS,2018,9,188.8
CUNDINAMARCA,GUADUAS,2018,10,318.0
CUNDINAMARCA,GUADUAS,2018,11,142.3
CUNDINAMARCA,GUADUAS,2018,12,110.7
CUNDINAMARCA,GUADUAS,2019,1,51.199999999999996
CUNDINAMARCA,GUADUAS,2019,2,169.0
CUNDINAMARCA,GUADUAS,2019,3,120.0
CUNDINAMARCA,GUADUAS,2019,4,168.5
CUNDINAMARCA,GUADUAS,2019,5,141.1
CUNDINAMARCA,GUADUAS,2019,6,67.2
CUNDINAMARCA,GUADUAS,2019,7,32.1
CUNDINAMARCA,GUADUAS,2019,8,9.2
CUNDINAMARCA,GUADUAS,2019,9,129.6
CUNDINAMARCA,GUADUAS,2019,10,350.7
CUNDINAMARCA,GUADUAS,2019,11,283.6
CUNDINAMARCA,GUADUAS,2019,12,413.8
CUNDINAMARCA,GUADUAS,2020,1,54.8
CUNDINAMARCA,GUADUAS,2020,2,242.9
CUNDINAMARCA,GUADUAS,2020,3,168.5
CUNDINAMARCA,GUADUAS,2020,4,67.4
CUNDINAMARCA,GUADUAS,2020,5,203.5
CUNDINAMARCA,GUADUAS,2020,6,241.8
CUNDINAMARCA,GUADUAS,2020,7,182.6
CUNDINAMARCA,GUADUAS,2020,8,264.6
CUNDINAMARCA,GUADUAS,2020,9,213.9
CUNDINAMARCA,GUADUAS,2020,10,181.0
CUNDINAMARCA,GUADUAS,2020,11,410.7
CUNDINAMARCA,GUADUAS,2020,12,246.6
CUNDINAMARCA,GUADUAS,2021,1,136.6
CUNDINAMARCA,GUADUAS,2021,2,119.2
CUNDINAMARCA,GUADUAS,2021,3,445.3
CUNDINAMARCA,GUADUAS,2021,4,333.0
CUNDINAMARCA,GUADUAS,2021,5,72.0
CUNDINAMARCA,GUADUAS,2021,6,81.0
CUNDINAMARCA,GUADUAS,2021,7,45.7
CUNDINAMARCA,GUADUAS,2021,8,204.6
CUNDINAMARCA,GUADUAS,2021,9,142.1
CUNDINAMARCA,GUADUAS,2021,10,322.6
CUNDINAMARCA,GUADUAS,2021,11,502.90000000000003
CUNDINAMARCA,GUADUAS,2021,12,200.7
CUNDINAMARCA,GUADUAS,2022,1,3.8000000000000003
CUNDINAMARCA,GUADUAS,2022,2,110.2
CUNDINAMARCA,GUADUAS,2022,3,0.8
CUNDINAMARCA,GUADUAS,2022,4,344.8
CUNDINAMARCA,GUADUAS,2022,5,96.2
CUNDINAMARCA,GUADUAS,2022,6,227.8
CUNDINAMARCA,GUADUAS,2022,7,97.2
CUNDINAMARCA,GUADUAS,2022,8,57.7
CUNDINAMARCA,GUADUAS,2022,9,77.4
CUNDINAMARCA,GUADUAS,2022,10,206.7
CUNDINAMARCA,GUADUAS,2022,11,0.1
CUNDINAMARCA,GUADUAS,2022,12,25.5
CUNDINAMARCA,GUADUAS,2023,1,225.20000000000002
CUNDINAMARCA,GUADUAS,2023,2,123.0
CUNDINAMARCA,GUADUAS,2023,3,259.3
CUNDINAMARCA,GUASCA,2015,1,15.7
CUNDINAMARCA,GUASCA,2015,2,36.6
CUNDINAMARCA,GUASCA,2015,3,35.5
CUNDINAMARCA,GUASCA,2015,4,43.1
CUNDINAMARCA,GUASCA,2015,5,79.7
CUNDINAMARCA,GUASCA,2015,6,269.2
CUNDINAMARCA,GUASCA,2015,7,183.0
CUNDINAMARCA,GUASCA,2015,8,145.4
CUNDINAMARCA,GUASCA,2015,9,60.9
CUNDINAMARCA,GUASCA,2015,10,10.9
CUNDINAMARCA,GUASCA,2015,11,68.3
CUNDINAMARCA,GUASCA,2015,12,24.7
CUNDINAMARCA,GUASCA,2016,1,56.3
CUNDINAMARCA,GUASCA,2016,2,38.2
CUNDINAMARCA,GUASCA,2016,3,49.300000000000004
CUNDINAMARCA,GUASCA,2016,4,189.0
CUNDINAMARCA,GUASCA,2016,5,150.8
CUNDINAMARCA,GUASCA,2016,6,222.8
CUNDINAMARCA,GUASCA,2016,7,152.9
CUNDINAMARCA,GUASCA,2016,8,171.6
CUNDINAMARCA,GUASCA,2016,9,158.7
CUNDINAMARCA,GUASCA,2016,10,50.400000000000006
CUNDINAMARCA,GUASCA,2016,11,97.9
CUNDINAMARCA,GUASCA,2016,12,42.5
CUNDINAMARCA,GUASCA,2017,1,145.8
CUNDINAMARCA,GUASCA,2017,2,153.2
CUNDINAMARCA,GUASCA,2017,3,356.3
CUNDINAMARCA,GUASCA,2017,4,141.9
CUNDINAMARCA,GUASCA,2017,5,390.1
CUNDINAMARCA,GUASCA,2017,6,436.8
CUNDINAMARCA,GUASCA,2017,7,419.6
CUNDINAMARCA,GUASCA,2017,8,233.5
CUNDINAMARCA,GUASCA,2017,9,199.6
CUNDINAMARCA,GUASCA,2017,10,149.5
CUNDINAMARCA,GUASCA,2017,11,83.3
CUNDINAMARCA,GUASCA,2017,12,51.7
CUNDINAMARCA,GUASCA,2018,1,34.0
CUNDINAMARCA,GUASCA,2018,2,71.5
CUNDINAMARCA,GUASCA,2018,3,182.7
CUNDINAMARCA,GUASCA,2018,4,407.2
CUNDINAMARCA,GUASCA,2018,5,420.2
CUNDINAMARCA,GUASCA,2018,6,600.3000000000001
CUNDINAMARCA,GUASCA,2018,7,588.9
CUNDINAMARCA,GUASCA,2018,8,349.90000000000003
CUNDINAMARCA,GUASCA,2018,9,203.4
CUNDINAMARCA,GUASCA,2018,10,172.9
CUNDINAMARCA,GUASCA,2018,11,110.9
CUNDINAMARCA,GUASCA,2018,12,32.0
CUNDINAMARCA,GUASCA,2019,1,102.7
CUNDINAMARCA,GUASCA,2019,2,51.7
CUNDINAMARCA,GUASCA,2019,3,129.9
CUNDINAMARCA,GUASCA,2019,4,209.1
CUNDINAMARCA,GUASCA,2019,5,263.7
CUNDINAMARCA,GUASCA,2019,6,428.2
CUNDINAMARCA,GUASCA,2019,7,379.7
CUNDINAMARCA,GUASCA,2019,8,193.70000000000002
CUNDINAMARCA,GUASCA,2019,9,158.0
CUNDINAMARCA,GUASCA,2019,10,219.5
CUNDINAMARCA,GUASCA,2019,11,211.7
CUNDINAMARCA,GUASCA,2019,12,94.8
CUNDINAMARCA,GUASCA,2020,1,99.0
CUNDINAMARCA,GUASCA,2020,2,137.9
CUNDINAMARCA,GUASCA,2020,3,179.0
CUNDINAMARCA,GUASCA,2020,4,80.3
CUNDINAMARCA,GUASCA,2020,9,0.0
CUNDINAMARCA,GUASCA,2021,4,64.5
CUNDINAMARCA,GUASCA,2021,5,266.2
CUNDINAMARCA,GUASCA,2021,6,361.6
CUNDINAMARCA,GUASCA,2021,7,436.3
CUNDINAMARCA,GUASCA,2021,8,262.0
CUNDINAMARCA,GUASCA,2021,9,205.70000000000002
CUNDINAMARCA,GUASCA,2021,10,155.8
CUNDINAMARCA,GUASCA,2021,11,33.4
CUNDINAMARCA,GUASCA,2021,12,20.5
CUNDINAMARCA,GUASCA,2022,1,0.1
CUNDINAMARCA,GUASCA,2022,2,45.6
CUNDINAMARCA,GUASCA,2022,3,0.2
CUNDINAMARCA,GUASCA,2022,4,95.0
CUNDINAMARCA,GUASCA,2022,5,108.8
CUNDINAMARCA,GUASCA,2022,6,136.20000000000002
CUNDINAMARCA,GUASCA,2022,7,141.8
CUNDINAMARCA,GUASCA,2022,8,70.5
CUNDINAMARCA,GUASCA,2022,9,44.5
CUNDINAMARCA,GUASCA,2022,10,72.1
CUNDINAMARCA,GUASCA,2022,11,1.7
CUNDINAMARCA,GUASCA,2022,12,29.5
CUNDINAMARCA,GUASCA,2023,1,7.6000000000000005
CUNDINAMARCA,GUASCA,2023,2,24.3
CUNDINAMARCA,GUASCA,2023,3,108.3
CUNDINAMARCA,GUAYABETAL,2019,7,46.569
CUNDINAMARCA,GUAYABETAL,2019,8,349.705
CUNDINAMARCA,GUAYABETAL,2019,9,282.379
CUNDINAMARCA,GUAYABETAL,2019,10,168.582
CUNDINAMARCA,GUAYABETAL,2019,11,97.06700000000001
CUNDINAMARCA,GUAYABETAL,2019,12,54.452
CUNDINAMARCA,GUAYABETAL,2020,1,31.281
CUNDINAMARCA,GUAYABETAL,2020,2,40.372
CUNDINAMARCA,GUAYABETAL,2020,3,39.942
CUNDINAMARCA,GUAYABETAL,2020,4,119.838
CUNDINAMARCA,GUAYABETAL,2020,5,479.512
CUNDINAMARCA,GUAYABETAL,2020,6,341.73
CUNDINAMARCA,GUAYABETAL,2020,7,464.321
CUNDINAMARCA,GUAYABETAL,2020,8,233.285
CUNDINAMARCA,GUAYABETAL,2020,9,322.969
CUNDINAMARCA,GUAYABETAL,2020,10,123.042
CUNDINAMARCA,GUAYABETAL,2020,11,66.169
CUNDINAMARCA,GUAYABETAL,2020,12,39.977
CUNDINAMARCA,GUAYABETAL,2021,1,42.744
CUNDINAMARCA,GUAYABETAL,2021,2,69.238
CUNDINAMARCA,GUAYABETAL,2021,3,26.53
CUNDINAMARCA,GUAYABETAL,2021,4,58.796
CUNDINAMARCA,GUAYABETAL,2021,5,43.379
CUNDINAMARCA,GUAYABETAL,2021,6,164.581
CUNDINAMARCA,GUAYABETAL,2021,7,242.94
CUNDINAMARCA,GUAYABETAL,2021,8,334.171
CUNDINAMARCA,GUAYABETAL,2021,9,174.944
CUNDINAMARCA,GUAYABETAL,2021,10,139.341
CUNDINAMARCA,GUAYABETAL,2021,11,85.962
CUNDINAMARCA,GUAYABETAL,2021,12,19.19
CUNDINAMARCA,GUAYABETAL,2022,1,0.0
CUNDINAMARCA,GUAYABETAL,2022,2,1.687
CUNDINAMARCA,GUAYABETAL,2022,3,1670.35
CUNDINAMARCA,GUAYABETAL,2022,4,172.56900000000002
CUNDINAMARCA,GUAYABETAL,2022,5,189.489
CUNDINAMARCA,GUAYABETAL,2022,6,175.397
CUNDINAMARCA,GUAYABETAL,2022,7,220.592
CUNDINAMARCA,GUAYABETAL,2022,8,366.8
CUNDINAMARCA,GUAYABETAL,2022,9,4141.5
CUNDINAMARCA,GUAYABETAL,2022,10,121.9
CUNDINAMARCA,GUAYABETAL,2022,11,3.9000000000000004
CUNDINAMARCA,GUAYABETAL,2022,12,6.800000000000001
CUNDINAMARCA,GUAYABETAL,2023,1,314.1
CUNDINAMARCA,GUAYABETAL,2023,2,2432.3
CUNDINAMARCA,GUAYABETAL,2023,3,1427.0
CUNDINAMARCA,GUAYABETAL,2023,4,2508.1
CUNDINAMARCA,GUAYABETAL,2023,5,7420.7
CUNDINAMARCA,GUAYABETAL,2023,6,120.5
CUNDINAMARCA,GUAYABETAL,2023,7,9.8
CUNDINAMARCA,GUAYABETAL,2023,8,0.0
CUNDINAMARCA,GUAYABETAL,2023,9,0.0
CUNDINAMARCA,GUAYABETAL,2023,10,34.1
CUNDINAMARCA,GUAYABETAL,2023,11,106.4
CUNDINAMARCA,GUAYABETAL,2023,12,0.5
CUNDINAMARCA,GUTIÉRREZ,2021,9,13.1
CUNDINAMARCA,GUTIÉRREZ,2021,10,180.68
CUNDINAMARCA,GUTIÉRREZ,2021,11,69.2
CUNDINAMARCA,GUTIÉRREZ,2021,12,15.9
CUNDINAMARCA,GUTIÉRREZ,2022,1,17.15
CUNDINAMARCA,GUTIÉRREZ,2022,2,85.69
CUNDINAMARCA,GUTIÉRREZ,2022,3,56.28
CUNDINAMARCA,GUTIÉRREZ,2022,4,179.4
CUNDINAMARCA,GUTIÉRREZ,2022,5,305.3
CUNDINAMARCA,GUTIÉRREZ,2022,6,184.1
CUNDINAMARCA,GUTIÉRREZ,2022,8,48.5
CUNDINAMARCA,GUTIÉRREZ,2022,9,105.4
CUNDINAMARCA,GUTIÉRREZ,2022,10,125.4
CUNDINAMARCA,GUTIÉRREZ,2022,11,0.0
CUNDINAMARCA,GUTIÉRREZ,2022,12,24.0
CUNDINAMARCA,GUTIÉRREZ,2023,1,105.5
CUNDINAMARCA,GUTIÉRREZ,2023,2,18.3
CUNDINAMARCA,GUTIÉRREZ,2023,3,166.8
CUNDINAMARCA,GUTIÉRREZ,2023,4,202.6
CUNDINAMARCA,GUTIÉRREZ,2023,5,136.2
CUNDINAMARCA,GUTIÉRREZ,2023,6,154.2
CUNDINAMARCA,GUTIÉRREZ,2023,7,326.3
CUNDINAMARCA,GUTIÉRREZ,2023,8,173.4
CUNDINAMARCA,GUTIÉRREZ,2023,9,108.7
CUNDINAMARCA,GUTIÉRREZ,2023,10,65.0
CUNDINAMARCA,GUTIÉRREZ,2023,11,130.5
CUNDINAMARCA,GUTIÉRREZ,2023,12,72.0
CUNDINAMARCA,JUNÍN,2023,1,0.0
CUNDINAMARCA,JUNÍN,2023,2,36.1
CUNDINAMARCA,JUNÍN,2023,3,485.8
CUNDINAMARCA,JUNÍN,2023,4,440.9
CUNDINAMARCA,JUNÍN,2023,5,258.2
CUNDINAMARCA,JUNÍN,2023,6,425.3
CUNDINAMARCA,JUNÍN,2023,7,586.5
CUNDINAMARCA,JUNÍN,2023,8,799.2
CUNDINAMARCA,JUNÍN,2023,9,431.8
CUNDINAMARCA,JUNÍN,2023,10,981.0
CUNDINAMARCA,JUNÍN,2023,11,965.7
CUNDINAMARCA,JUNÍN,2023,12,247.4
CUNDINAMARCA,LA CALERA,2016,12,0.30000000000000004
CUNDINAMARCA,LA CALERA,2017,1,156.1
CUNDINAMARCA,LA CALERA,2017,2,210.4
CUNDINAMARCA,LA CALERA,2017,3,388.1
CUNDINAMARCA,LA CALERA,2017,4,180.4
CUNDINAMARCA,LA CALERA,2017,5,439.5
CUNDINAMARCA,LA CALERA,2017,6,668.4
CUNDINAMARCA,LA CALERA,2017,7,606.5
CUNDINAMARCA,LA CALERA,2017,8,104.10000000000001
CUNDINAMARCA,LA CALERA,2017,9,171.70000000000002
CUNDINAMARCA,LA CALERA,2017,10,181.8
CUNDINAMARCA,LA CALERA,2017,11,176.1
CUNDINAMARCA,LA CALERA,2017,12,158.0
CUNDINAMARCA,LA CALERA,2018,1,121.2
CUNDINAMARCA,LA CALERA,2018,2,120.0
CUNDINAMARCA,LA CALERA,2018,3,430.0
CUNDINAMARCA,LA CALERA,2018,4,516.5
CUNDINAMARCA,LA CALERA,2018,5,602.4
CUNDINAMARCA,LA CALERA,2018,6,766.8000000000001
CUNDINAMARCA,LA CALERA,2018,7,715.0
CUNDINAMARCA,LA CALERA,2018,8,622.9
CUNDINAMARCA,LA CALERA,2018,9,283.5
CUNDINAMARCA,LA CALERA,2018,10,303.6
CUNDINAMARCA,LA CALERA,2018,11,173.20000000000002
CUNDINAMARCA,LA CALERA,2018,12,19.5
CUNDINAMARCA,LA CALERA,2019,1,148.8
