departamento,municipio,anio,mes,precipitacion_acumulada
CUNDINAMARCA,ANAPOIMA,2018,6,4.8
CUNDINAMARCA,ANAPOIMA,2018,7,1.0
CUNDINAMARCA,ANAPOIMA,2018,9,28.8
CUNDINAMARCA,ANAPOIMA,2018,10,179.2
CUNDINAMARCA,ANAPOIMA,2019,3,190.0
CUNDINAMARCA,ANAPOIMA,2019,4,112.6
CUNDINAMARCA,ANAPOIMA,2019,5,162.4
CUNDINAMARCA,ANAPOIMA,2019,6,44.4
CUNDINAMARCA,ANAPOIMA,2019,7,18.6
CUNDINAMARCA,ANAPOIMA,2019,8,7.2
CUNDINAMARCA,ANAPOIMA,2019,9,19.4
CUNDINAMARCA,ANAPOIMA,2019,10,156.0
CUNDINAMARCA,ANAPOIMA,2019,11,74.2
CUNDINAMARCA,ANAPOIMA,2019,12,79.8
CUNDINAMARCA,ANAPOIMA,2020,1,35.2
CUNDINAMARCA,ANAPOIMA,2020,2,65.4
CUNDINAMARCA,ANAPOIMA,2020,3,81.4
CUNDINAMARCA,ANAPOIMA,2020,4,24.2
CUNDINAMARCA,ANAPOIMA,2020,5,92.0
CUNDINAMARCA,ANAPOIMA,2020,6,69.2
CUNDINAMARCA,ANAPOIMA,2020,7,30.0
CUNDINAMARCA,ANAPOIMA,2020,8,40.4
CUNDINAMARCA,ANAPOIMA,2020,9,9.4
CUNDINAMARCA,ANAPOIMA,2020,10,12.4
CUNDINAMARCA,ANAPOIMA,2020,11,156.4
CUNDINAMARCA,ANAPOIMA,2020,12,74.2
CUNDINAMARCA,ANAPOIMA,2021,1,5.0
CUNDINAMARCA,ANAPOIMA,2021,2,118.0
CUNDINAMARCA,ANAPOIMA,2021,3,224.4
CUNDINAMARCA,ANAPOIMA,2021,4,58.2
CUNDINAMARCA,ANAPOIMA,2021,5,55.6
CUNDINAMARCA,ANAPOIMA,2021,6,140.0
CUNDINAMARCA,ANAPOIMA,2021,11,109.0
CUNDINAMARCA,ANAPOIMA,2021,12,184.79999999999998
CUNDINAMARCA,ANAPOIMA,2022,1,5.0
CUNDINAMARCA,ANAPOIMA,2022,2,68.2
CUNDINAMARCA,ANAPOIMA,2022,3,0.4
CUNDINAMARCA,ANAPOIMA,2022,4,248.6
CUNDINAMARCA,ANAPOIMA,2022,5,99.2
CUNDINAMARCA,ANAPOIMA,2022,6,108.2
CUNDINAMARCA,ANAPOIMA,2022,7,98.4
CUNDINAMARCA,ANAPOIMA,2022,8,14.4
CUNDINAMARCA,ANAPOIMA,2022,9,99.0
CUNDINAMARCA,ANAPOIMA,2022,10,304.6
CUNDINAMARCA,ANAPOIMA,2022,11,0.2
CUNDINAMARCA,ANAPOIMA,2022,12,5.6
CUNDINAMARCA,ANAPOIMA,2023,1,31.0
CUNDINAMARCA,ANAPOIMA,2023,2,86.4
CUNDINAMARCA,ANAPOIMA,2023,3,47.800000000000004
CUNDINAMARCA,ANOLAIMA,2023,1,0.0
CUNDINAMARCA,ANOLAIMA,2023,2,59.0
CUNDINAMARCA,ANOLAIMA,2023,3,163.1
CUNDINAMARCA,ANOLAIMA,2023,4,201.9
CUNDINAMARCA,ANOLAIMA,2023,5,54.5
CUNDINAMARCA,ANOLAIMA,2023,6,85.0
CUNDINAMARCA,ANOLAIMA,2023,7,103.1
CUNDINAMARCA,ANOLAIMA,2023,8,19.6
CUNDINAMARCA,ANOLAIMA,2023,9,4.3
CUNDINAMARCA,ANOLAIMA,2023,10,73.10000000000001
CUNDINAMARCA,ANOLAIMA,2023,11,87.2
CUNDINAMARCA,ANOLAIMA,2023,12,73.3
CUNDINAMARCA,APULO,2015,6,5.0
CUNDINAMARCA,APULO,2015,7,8.7
CUNDINAMARCA,APULO,2015,8,4.8
CUNDINAMARCA,APULO,2015,9,38.2
CUNDINAMARCA,APULO,2015,10,142.2
CUNDINAMARCA,APULO,2015,11,119.8
CUNDINAMARCA,APULO,2015,12,0.1
CUNDINAMARCA,APULO,2016,1,34.5
CUNDINAMARCA,APULO,2016,2,0.0
CUNDINAMARCA,APULO,2016,3,120.9
CUNDINAMARCA,APULO,2016,4,144.0
CUNDINAMARCA,APULO,2016,5,78.2
CUNDINAMARCA,APULO,2016,6,35.8
CUNDINAMARCA,APULO,2016,7,27.8
CUNDINAMARCA,APULO,2016,8,13.5
CUNDINAMARCA,APULO,2016,9,101.5
CUNDINAMARCA,APULO,2016,10,178.5
CUNDINAMARCA,APULO,2016,11,148.6
CUNDINAMARCA,APULO,2016,12,121.5
CUNDINAMARCA,APULO,2017,1,54.4
CUNDINAMARCA,APULO,2017,2,29.5
CUNDINAMARCA,APULO,2017,3,251.4
CUNDINAMARCA,APULO,2017,4,78.6
CUNDINAMARCA,APULO,2017,5,227.20000000000002
CUNDINAMARCA,APULO,2017,6,91.1
CUNDINAMARCA,APULO,2017,7,2.2
CUNDINAMARCA,APULO,2017,8,24.1
CUNDINAMARCA,APULO,2017,9,57.8
CUNDINAMARCA,APULO,2017,10,46.0
CUNDINAMARCA,APULO,2017,11,151.9
CUNDINAMARCA,APULO,2017,12,70.3
CUNDINAMARCA,APULO,2018,1,54.0
CUNDINAMARCA,APULO,2018,2,29.6
CUNDINAMARCA,APULO,2018,3,67.2
CUNDINAMARCA,APULO,2018,4,104.89999999999999
CUNDINAMARCA,APULO,2018,5,44.8
CUNDINAMARCA,APULO,2018,6,23.3
CUNDINAMARCA,APULO,2018,7,35.4
CUNDINAMARCA,APULO,2018,8,17.5
CUNDINAMARCA,APULO,2018,9,17.4
CUNDINAMARCA,APULO,2018,10,144.5
CUNDINAMARCA,APULO,2018,11,143.1
CUNDINAMARCA,APULO,2018,12,18.0
CUNDINAMARCA,APULO,2019,1,26.4
CUNDINAMARCA,APULO,2019,2,91.4
CUNDINAMARCA,APULO,2019,3,0.30000000000000004
CUNDINAMARCA,APULO,2019,6,4.6000000000000005
CUNDINAMARCA,APULO,2019,7,26.1
CUNDINAMARCA,APULO,2019,8,3.5999999999999996
CUNDINAMARCA,APULO,2019,9,82.8
CUNDINAMARCA,APULO,2019,10,99.9
CUNDINAMARCA,APULO,2020,1,0.0
CUNDINAMARCA,APULO,2020,2,1.9000000000000001
CUNDINAMARCA,APULO,2020,3,8.4
CUNDINAMARCA,APULO,2020,4,20.6
CUNDINAMARCA,APULO,2020,5,53.3
CUNDINAMARCA,APULO,2020,6,134.4
CUNDINAMARCA,APULO,2020,7,48.9
CUNDINAMARCA,APULO,2020,8,67.8
CUNDINAMARCA,APULO,2020,9,79.4
CUNDINAMARCA,APULO,2020,10,83.60000000000001
CUNDINAMARCA,APULO,2020,11,128.0
CUNDINAMARCA,APULO,2020,12,34.1
CUNDINAMARCA,APULO,2021,1,40.4
CUNDINAMARCA,APULO,2021,2,151.1
CUNDINAMARCA,APULO,2021,3,204.7
CUNDINAMARCA,BOJACÁ,2019,3,35.0
CUNDINAMARCA,BOJACÁ,2019,4,43.0
CUNDINAMARCA,BOJACÁ,2019,5,67.6
CUNDINAMARCA,BOJACÁ,2019,6,35.800000000000004
CUNDINAMARCA,BOJACÁ,2019,7,19.6
CUNDINAMARCA,BOJACÁ,2019,8,17.0
CUNDINAMARCA,BOJACÁ,2019,9,3.2
CUNDINAMARCA,BOJACÁ,2019,10,61.0
CUNDINAMARCA,BOJACÁ,2019,11,58.0
CUNDINAMARCA,BOJACÁ,2019,12,86.2
CUNDINAMARCA,BOJACÁ,2020,1,39.4
CUNDINAMARCA,BOJACÁ,2020,2,31.2
CUNDINAMARCA,BOJACÁ,2020,3,49.2
CUNDINAMARCA,BOJACÁ,2020,4,31.200000000000003
CUNDINAMARCA,BOJACÁ,2020,5,98.8
CUNDINAMARCA,BOJACÁ,2020,6,63.4
CUNDINAMARCA,BOJACÁ,2020,7,78.0
CUNDINAMARCA,BOJACÁ,2020,8,32.0
CUNDINAMARCA,BOJACÁ,2020,9,45.2
CUNDINAMARCA,BOJACÁ,2020,10,49.8
CUNDINAMARCA,BOJACÁ,2020,11,138.4
CUNDINAMARCA,BOJACÁ,2020,12,19.6
CUNDINAMARCA,BOJACÁ,2021,1,4.8
CUNDINAMARCA,BOJACÁ,2021,2,68.4
CUNDINAMARCA,BOJACÁ,2021,3,178.0
CUNDINAMARCA,BOJACÁ,2021,4,66.2
CUNDINAMARCA,BOJACÁ,2021,5,101.8
CUNDINAMARCA,BOJACÁ,2021,6,119.4
CUNDINAMARCA,BOJACÁ,2021,11,69.8
CUNDINAMARCA,BOJACÁ,2021,12,39.800000000000004
CUNDINAMARCA,BOJACÁ,2022,1,22.6
CUNDINAMARCA,BOJACÁ,2022,2,91.8
CUNDINAMARCA,BOJACÁ,2022,3,0.0
CUNDINAMARCA,BOJACÁ,2022,4,123.4
CUNDINAMARCA,BOJACÁ,2022,5,58.6
CUNDINAMARCA,BOJACÁ,2022,6,102.2
CUNDINAMARCA,BOJACÁ,2022,7,36.2
CUNDINAMARCA,BOJACÁ,2022,8,16.6
CUNDINAMARCA,BOJACÁ,2022,9,55.800000000000004
CUNDINAMARCA,BOJACÁ,2022,10,138.4
CUNDINAMARCA,BOJACÁ,2022,11,0.2
CUNDINAMARCA,BOJACÁ,2022,12,19.0
CUNDINAMARCA,BOJACÁ,2023,1,88.0
CUNDINAMARCA,BOJACÁ,2023,2,16.6
CUNDINAMARCA,BOJACÁ,2023,3,113.0
CUNDINAMARCA,CABRERA,2015,1,84.7
CUNDINAMARCA,CABRERA,2015,2,119.0
CUNDINAMARCA,CABRERA,2015,3,181.1
CUNDINAMARCA,CABRERA,2015,4,128.0
CUNDINAMARCA,CABRERA,2015,5,48.0
CUNDINAMARCA,CABRERA,2015,6,46.5
CUNDINAMARCA,CABRERA,2015,7,67.8
CUNDINAMARCA,CABRERA,2015,8,50.1
CUNDINAMARCA,CABRERA,2015,9,111.5
CUNDINAMARCA,CABRERA,2015,10,151.8
CUNDINAMARCA,CABRERA,2015,11,207.0
CUNDINAMARCA,CABRERA,2015,12,23.2
CUNDINAMARCA,CABRERA,2016,1,60.4
CUNDINAMARCA,CABRERA,2016,2,94.5
CUNDINAMARCA,CABRERA,2016,3,114.8
CUNDINAMARCA,CABRERA,2016,4,261.3
CUNDINAMARCA,CABRERA,2016,5,191.3
CUNDINAMARCA,CABRERA,2016,6,92.4
CUNDINAMARCA,CABRERA,2016,7,115.60000000000001
CUNDINAMARCA,CABRERA,2016,8,111.8
CUNDINAMARCA,CABRERA,2016,9,174.5
CUNDINAMARCA,CABRERA,2016,10,285.0
CUNDINAMARCA,CABRERA,2016,11,296.5
CUNDINAMARCA,CABRERA,2016,12,150.5
CUNDINAMARCA,CABRERA,2017,1,122.1
CUNDINAMARCA,CABRERA,2017,2,42.2
CUNDINAMARCA,CABRERA,2017,3,151.9
CUNDINAMARCA,CABRERA,2017,4,96.5
CUNDINAMARCA,CABRERA,2017,5,195.70000000000002
CUNDINAMARCA,CABRERA,2017,6,164.6
CUNDINAMARCA,CABRERA,2017,7,93.2
CUNDINAMARCA,CABRERA,2017,8,95.2
CUNDINAMARCA,CABRERA,2017,9,68.6
CUNDINAMARCA,CABRERA,2017,10,197.8
CUNDINAMARCA,CABRERA,2017,11,302.1
CUNDINAMARCA,CABRERA,2017,12,156.0
CUNDINAMARCA,CABRERA,2018,1,39.7
CUNDINAMARCA,CABRERA,2018,2,87.4
CUNDINAMARCA,CABRERA,2018,3,145.8
CUNDINAMARCA,CABRERA,2018,4,213.6
CUNDINAMARCA,CABRERA,2018,5,162.2
CUNDINAMARCA,CABRERA,2018,6,77.4
CUNDINAMARCA,CABRERA,2018,7,120.10000000000001
CUNDINAMARCA,CABRERA,2018,8,98.5
CUNDINAMARCA,CABRERA,2018,9,44.3
CUNDINAMARCA,CABRERA,2018,10,60.6
CUNDINAMARCA,CABRERA,2018,11,21.6
CUNDINAMARCA,CABRERA,2018,12,31.5
CUNDINAMARCA,CABRERA,2019,1,48.0
CUNDINAMARCA,CABRERA,2019,2,80.4
CUNDINAMARCA,CABRERA,2019,3,80.0
CUNDINAMARCA,CABRERA,2019,4,124.9
CUNDINAMARCA,CABRERA,2019,5,73.2
CUNDINAMARCA,CABRERA,2019,6,45.6
CUNDINAMARCA,CABRERA,2019,7,56.7
CUNDINAMARCA,CABRERA,2019,8,44.3
CUNDINAMARCA,CABRERA,2019,9,62.7
CUNDINAMARCA,CABRERA,2019,10,152.8
CUNDINAMARCA,CABRERA,2019,11,279.7
CUNDINAMARCA,CABRERA,2019,12,98.6
CUNDINAMARCA,CABRERA,2020,1,54.8
CUNDINAMARCA,CABRERA,2020,2,107.7
CUNDINAMARCA,CABRERA,2020,3,103.0
CUNDINAMARCA,CABRERA,2020,4,10.9
CUNDINAMARCA,CABRERA,2021,2,171.9
CUNDINAMARCA,CABRERA,2021,3,372.0
CUNDINAMARCA,CABRERA,2021,4,257.9
CUNDINAMARCA,CABRERA,2021,5,185.3
CUNDINAMARCA,CABRERA,2021,6,110.3
CUNDINAMARCA,CABRERA,2021,7,51.7
CUNDINAMARCA,CABRERA,2021,8,57.7
CUNDINAMARCA,CABRERA,2021,9,54.300000000000004
CUNDINAMARCA,CABRERA,2021,10,137.2
CUNDINAMARCA,CABRERA,2021,11,96.0
CUNDINAMARCA,CABRERA,2021,12,34.0
CUNDINAMARCA,CABRERA,2022,1,18.3
CUNDINAMARCA,CABRERA,2022,2,94.1
CUNDINAMARCA,CABRERA,2022,3,0.1
CUNDINAMARCA,CABRERA,2022,4,121.60000000000001
CUNDINAMARCA,CABRERA,2022,5,215.4
CUNDINAMARCA,CABRERA,2022,6,314.2
CUNDINAMARCA,CABRERA,2022,7,187.9
CUNDINAMARCA,CABRERA,2022,8,95.3
CUNDINAMARCA,CABRERA,2022,9,171.1
CUNDINAMARCA,CABRERA,2022,10,238.1
CUNDINAMARCA,CABRERA,2022,11,3.1
CUNDINAMARCA,CABRERA,2022,12,38.0
CUNDINAMARCA,CABRERA,2023,1,113.6
CUNDINAMARCA,CABRERA,2023,2,79.0
CUNDINAMARCA,CABRERA,2023,3,72.9
CUNDINAMARCA,CACHIPAY,2015,11,108.9
CUNDINAMARCA,CACHIPAY,2015,12,5.9
CUNDINAMARCA,CACHIPAY,2016,1,26.1
CUNDINAMARCA,CACHIPAY,2016,2,110.4
CUNDINAMARCA,CACHIPAY,2016,3,158.3
CUNDINAMARCA,CACHIPAY,2016,4,148.2
CUNDINAMARCA,CACHIPAY,2016,5,95.5
CUNDINAMARCA,CACHIPAY,2016,6,69.7
CUNDINAMARCA,CACHIPAY,2016,7,163.4
CUNDINAMARCA,CACHIPAY,2016,8,14.700000000000001
CUNDINAMARCA,CACHIPAY,2016,9,79.2
CUNDINAMARCA,CACHIPAY,2016,10,159.2
CUNDINAMARCA,CACHIPAY,2016,11,182.9
CUNDINAMARCA,CACHIPAY,2016,12,74.1
CUNDINAMARCA,CACHIPAY,2017,1,108.1
CUNDINAMARCA,CACHIPAY,2017,2,93.4
CUNDINAMARCA,CACHIPAY,2017,3,406.2
CUNDINAMARCA,CACHIPAY,2017,4,73.1
CUNDINAMARCA,CACHIPAY,2017,5,140.9
CUNDINAMARCA,CACHIPAY,2017,6,151.8
CUNDINAMARCA,CACHIPAY,2017,7,20.900000000000002
CUNDINAMARCA,CACHIPAY,2017,8,100.1
CUNDINAMARCA,CACHIPAY,2017,9,62.9
CUNDINAMARCA,CACHIPAY,2017,10,97.2
CUNDINAMARCA,CACHIPAY,2017,11,168.6
CUNDINAMARCA,CACHIPAY,2017,12,135.6
CUNDINAMARCA,CACHIPAY,2018,1,108.4
CUNDINAMARCA,CACHIPAY,2018,2,99.3
CUNDINAMARCA,CACHIPAY,2018,3,100.60000000000001
CUNDINAMARCA,CACHIPAY,2018,4,231.9
CUNDINAMARCA,CACHIPAY,2018,5,145.8
CUNDINAMARCA,CACHIPAY,2018,6,43.9
CUNDINAMARCA,CACHIPAY,2018,7,30.3
CUNDINAMARCA,CACHIPAY,2018,8,30.0
CUNDINAMARCA,CACHIPAY,2018,9,86.6
CUNDINAMARCA,CACHIPAY,2018,10,156.1
CUNDINAMARCA,CACHIPAY,2018,11,189.3
CUNDINAMARCA,CACHIPAY,2018,12,63.6
CUNDINAMARCA,CACHIPAY,2019,1,46.2
CUNDINAMARCA,CACHIPAY,2019,2,63.7
CUNDINAMARCA,CACHIPAY,2019,3,9.0
CUNDINAMARCA,CACHIPAY,2019,6,13.9
CUNDINAMARCA,CACHIPAY,2019,7,50.0
CUNDINAMARCA,CACHIPAY,2019,8,56.2
CUNDINAMARCA,CACHIPAY,2019,9,52.5
CUNDINAMARCA,CACHIPAY,2019,10,89.0
CUNDINAMARCA,CACHIPAY,2020,1,0.0
CUNDINAMARCA,CACHIPAY,2020,2,7.2
CUNDINAMARCA,CACHIPAY,2020,3,23.9
CUNDINAMARCA,CACHIPAY,2020,4,35.7
CUNDINAMARCA,CACHIPAY,2020,5,68.9
CUNDINAMARCA,CACHIPAY,2020,6,37.4
CUNDINAMARCA,CACHIPAY,2020,7,85.4
CUNDINAMARCA,CACHIPAY,2020,8,63.699999999999996
CUNDINAMARCA,CACHIPAY,2020,9,87.6
CUNDINAMARCA,CACHIPAY,2020,10,114.9
CUNDINAMARCA,CACHIPAY,2020,11,284.0
CUNDINAMARCA,CACHIPAY,2020,12,28.3
CUNDINAMARCA,CACHIPAY,2021,1,33.6
CUNDINAMARCA,CACHIPAY,2021,2,77.4
CUNDINAMARCA,CACHIPAY,2021,3,245.8
CUNDINAMARCA,CAPARRAPÍ,2015,11,115.4
CUNDINAMARCA,CAPARRAPÍ,2015,12,23.7
CUNDINAMARCA,CAPARRAPÍ,2016,1,26.6
CUNDINAMARCA,CAPARRAPÍ,2016,2,146.6
CUNDINAMARCA,CAPARRAPÍ,2016,3,80.3
CUNDINAMARCA,CAPARRAPÍ,2016,4,183.2
CUNDINAMARCA,CAPARRAPÍ,2016,5,89.4
CUNDINAMARCA,CAPARRAPÍ,2016,6,52.099999999999994
CUNDINAMARCA,CAPARRAPÍ,2016,7,62.2
CUNDINAMARCA,CAPARRAPÍ,2016,8,54.7
CUNDINAMARCA,CAPARRAPÍ,2016,9,95.0
CUNDINAMARCA,CAPARRAPÍ,2016,10,339.9
CUNDINAMARCA,CAPARRAPÍ,2016,11,172.7
CUNDINAMARCA,CAPARRAPÍ,2016,12,117.6
CUNDINAMARCA,CAPARRAPÍ,2017,1,98.2
CUNDINAMARCA,CAPARRAPÍ,2017,2,94.60000000000001
CUNDINAMARCA,CAPARRAPÍ,2017,3,216.5
CUNDINAMARCA,CAPARRAPÍ,2017,4,235.0
CUNDINAMARCA,CAPARRAPÍ,2017,5,200.0
CUNDINAMARCA,CAPARRAPÍ,2017,6,174.6
CUNDINAMARCA,CAPARRAPÍ,2017,7,6.5
CUNDINAMARCA,CAPARRAPÍ,2017,8,81.5
CUNDINAMARCA,CAPARRAPÍ,2017,9,110.7
CUNDINAMARCA,CAPARRAPÍ,2017,10,128.7
CUNDINAMARCA,CAPARRAPÍ,2017,11,244.7
CUNDINAMARCA,CAPARRAPÍ,2017,12,168.0
CUNDINAMARCA,CAPARRAPÍ,2018,1,65.5
CUNDINAMARCA,CAPARRAPÍ,2018,2,25.2
CUNDINAMARCA,CAPARRAPÍ,2018,3,64.8
CUNDINAMARCA,CAPARRAPÍ,2018,4,96.0
CUNDINAMARCA,CAPARRAPÍ,2018,5,318.3
CUNDINAMARCA,CAPARRAPÍ,2018,6,81.8
CUNDINAMARCA,CAPARRAPÍ,2018,7,76.2
CUNDINAMARCA,CAPARRAPÍ,2018,8,44.5
CUNDINAMARCA,CAPARRAPÍ,2018,9,169.3
CUNDINAMARCA,CAPARRAPÍ,2018,10,357.5
CUNDINAMARCA,CAPARRAPÍ,2018,11,153.2
CUNDINAMARCA,CAPARRAPÍ,2018,12,47.199999999999996
CUNDINAMARCA,CAPARRAPÍ,2019,1,45.8
CUNDINAMARCA,CAPARRAPÍ,2019,2,190.8
CUNDINAMARCA,CAPARRAPÍ,2019,3,153.8
CUNDINAMARCA,CAPARRAPÍ,2019,4,113.1
CUNDINAMARCA,CAPARRAPÍ,2019,5,16.5
CUNDINAMARCA,CAPARRAPÍ,2019,6,28.3
CUNDINAMARCA,CAPARRAPÍ,2019,7,30.599999999999998
CUNDINAMARCA,CAPARRAPÍ,2019,8,22.2
CUNDINAMARCA,CAPARRAPÍ,2019,9,40.9
CUNDINAMARCA,CAPARRAPÍ,2019,10,178.0
CUNDINAMARCA,CAPARRAPÍ,2020,1,1.7
CUNDINAMARCA,CAPARRAPÍ,2020,2,3.8000000000000003
CUNDINAMARCA,CAPARRAPÍ,2020,3,5.8
CUNDINAMARCA,CAPARRAPÍ,2020,4,46.4
CUNDINAMARCA,CAPARRAPÍ,2020,5,31.6
CUNDINAMARCA,CAPARRAPÍ,2020,6,142.20000000000002
CUNDINAMARCA,CAPARRAPÍ,2020,7,202.1
CUNDINAMARCA,CAPARRAPÍ,2020,8,89.2
CUNDINAMARCA,CAPARRAPÍ,2020,9,162.5
CUNDINAMARCA,CAPARRAPÍ,2020,10,216.4
CUNDINAMARCA,CAPARRAPÍ,2020,11,217.2
CUNDINAMARCA,CAPARRAPÍ,2020,12,42.800000000000004
CUNDINAMARCA,CAPARRAPÍ,2021,1,170.0
CUNDINAMARCA,CAPARRAPÍ,2021,2,204.8
CUNDINAMARCA,CAPARRAPÍ,2021,3,241.4
CUNDINAMARCA,CARMEN DE CARUPA,2015,6,39.1
CUNDINAMARCA,CARMEN DE CARUPA,2015,7,25.5
CUNDINAMARCA,CARMEN DE CARUPA,2015,8,18.0
CUNDINAMARCA,CARMEN DE CARUPA,2015,9,7.4
CUNDINAMARCA,CARMEN DE CARUPA,2015,10,19.6
CUNDINAMARCA,CARMEN DE CARUPA,2015,11,46.8
CUNDINAMARCA,CARMEN DE CARUPA,2015,12,20.1
CUNDINAMARCA,CARMEN DE CARUPA,2016,1,14.2
CUNDINAMARCA,CARMEN DE CARUPA,2016,2,8.3
CUNDINAMARCA,CARMEN DE CARUPA,2016,3,198.1
CUNDINAMARCA,CARMEN DE CARUPA,2016,4,253.8
CUNDINAMARCA,CARMEN DE CARUPA,2016,5,615.2
CUNDINAMARCA,CARMEN DE CARUPA,2016,6,137.2
CUNDINAMARCA,CARMEN DE CARUPA,2016,7,126.8
CUNDINAMARCA,CARMEN DE CARUPA,2016,8,39.7
CUNDINAMARCA,CARMEN DE CARUPA,2016,9,125.7
CUNDINAMARCA,CARMEN DE CARUPA,2016,10,72.0
CUNDINAMARCA,CARMEN DE CARUPA,2016,11,220.0
CUNDINAMARCA,CARMEN DE CARUPA,2016,12,105.4
CUNDINAMARCA,CARMEN DE CARUPA,2017,1,74.6
CUNDINAMARCA,CARMEN DE CARUPA,2017,2,170.4
CUNDINAMARCA,CARMEN DE CARUPA,2017,3,359.5
CUNDINAMARCA,CARMEN DE CARUPA,2017,4,130.4
CUNDINAMARCA,CARMEN DE CARUPA,2017,5,111.2
CUNDINAMARCA,CARMEN DE CARUPA,2017,6,116.0
CUNDINAMARCA,CARMEN DE CARUPA,2017,7,33.8
CUNDINAMARCA,CARMEN DE CARUPA,2017,8,70.6
CUNDINAMARCA,CARMEN DE CARUPA,2017,9,42.4
CUNDINAMARCA,CARMEN DE CARUPA,2017,10,156.7
CUNDINAMARCA,CARMEN DE CARUPA,2017,11,212.9
CUNDINAMARCA,CARMEN DE CARUPA,2017,12,78.5
CUNDINAMARCA,CARMEN DE CARUPA,2018,1,92.4
CUNDINAMARCA,CARMEN DE CARUPA,2018,2,112.8
CUNDINAMARCA,CARMEN DE CARUPA,2018,3,135.3
CUNDINAMARCA,CARMEN DE CARUPA,2018,4,176.6
CUNDINAMARCA,CARMEN DE CARUPA,2018,5,84.7
CUNDINAMARCA,CARMEN DE CARUPA,2018,6,99.1
CUNDINAMARCA,CARMEN DE CARUPA,2018,7,77.9
CUNDINAMARCA,CARMEN DE CARUPA,2018,8,33.7
CUNDINAMARCA,CARMEN DE CARUPA,2018,9,76.5
CUNDINAMARCA,CARMEN DE CARUPA,2018,10,158.6
CUNDINAMARCA,CARMEN DE CARUPA,2018,11,131.7
CUNDINAMARCA,CARMEN DE CARUPA,2018,12,8.8
CUNDINAMARCA,CARMEN DE CARUPA,2019,1,8.3
CUNDINAMARCA,CARMEN DE CARUPA,2019,2,65.6
CUNDINAMARCA,CARMEN DE CARUPA,2019,3,98.60000000000001
CUNDINAMARCA,CARMEN DE CARUPA,2019,4,165.6
CUNDINAMARCA,CARMEN DE CARUPA,2019,5,53.6
CUNDINAMARCA,CARMEN DE CARUPA,2019,6,98.4
CUNDINAMARCA,CARMEN DE CARUPA,2019,7,90.2
CUNDINAMARCA,CARMEN DE CARUPA,2019,8,60.9
CUNDINAMARCA,CARMEN DE CARUPA,2019,9,76.5
CUNDINAMARCA,CARMEN DE CARUPA,2019,10,245.6
CUNDINAMARCA,CARMEN DE CARUPA,2019,11,117.60000000000001
CUNDINAMARCA,CARMEN DE CARUPA,2019,12,16.8
CUNDINAMARCA,CARMEN DE CARUPA,2020,1,5.7
CUNDINAMARCA,CARMEN DE CARUPA,2020,2,17.1
CUNDINAMARCA,CARMEN DE CARUPA,2020,3,90.7
CUNDINAMARCA,CARMEN DE CARUPA,2020,4,82.9
CUNDINAMARCA,CARMEN DE CARUPA,2020,5,59.8
CUNDINAMARCA,CARMEN DE CARUPA,2020,6,92.3
CUNDINAMARCA,CARMEN DE CARUPA,2020,7,85.3
CUNDINAMARCA,CARMEN DE CARUPA,2020,8,44.4
CUNDINAMARCA,CARMEN DE CARUPA,2020,9,117.6
CUNDINAMARCA,CARMEN DE CARUPA,2020,10,47.9
CUNDINAMARCA,CARMEN DE CARUPA,2020,11,319.5
CUNDINAMARCA,CARMEN DE CARUPA,2020,12,14.200000000000001
CUNDINAMARCA,CARMEN DE CARUPA,2021,1,4.5
CUNDINAMARCA,CARMEN DE CARUPA,2021,2,94.8
CUNDINAMARCA,CARMEN DE CARUPA,2021,3,201.9
CUNDINAMARCA,CARMEN DE CARUPA,2021,10,82.8
CUNDINAMARCA,CARMEN DE CARUPA,2021,11,94.2
CUNDINAMARCA,CARMEN DE CARUPA,2021,12,6.8
CUNDINAMARCA,CARMEN DE CARUPA,2022,6,70.2
CUNDINAMARCA,CARMEN DE CARUPA,2022,7,90.8
CUNDINAMARCA,CARMEN DE CARUPA,2022,8,37.2
CUNDINAMARCA,CARMEN DE CARUPA,2022,9,67.0
CUNDINAMARCA,CARMEN DE CARUPA,2022,10,151.4
CUNDINAMARCA,CARMEN DE CARUPA,2022,11,0.4
CUNDINAMARCA,CARMEN DE CARUPA,2022,12,4.6000000000000005
CUNDINAMARCA,CARMEN DE CARUPA,2023,1,8.4
CUNDINAMARCA,CARMEN DE CARUPA,2023,2,31.0
CUNDINAMARCA,CARMEN DE CARUPA,2023,3,51.6
CUNDINAMARCA,CHOACHÍ,2023,12,23.6
CUNDINAMARCA,CHOCONTÁ,2015,6,162.1
CUNDINAMARCA,CHOCONTÁ,2015,7,128.8
CUNDINAMARCA,CHOCONTÁ,2015,8,112.5
CUNDINAMARCA,CHOCONTÁ,2015,9,22.1
CUNDINAMARCA,CHOCONTÁ,2015,10,15.5
CUNDINAMARCA,CHOCONTÁ,2015,11,54.0
CUNDINAMARCA,CHOCONTÁ,2015,12,32.2
CUNDINAMARCA,CHOCONTÁ,2016,1,4.0
CUNDINAMARCA,CHOCONTÁ,2016,2,8.2
CUNDINAMARCA,CHOCONTÁ,2016,3,18.0
CUNDINAMARCA,CHOCONTÁ,2016,4,104.0
CUNDINAMARCA,CHOCONTÁ,2016,5,86.3
CUNDINAMARCA,CHOCONTÁ,2016,6,89.9
CUNDINAMARCA,CHOCONTÁ,2016,7,118.0
CUNDINAMARCA,CHOCONTÁ,2016,8,68.1
